0.000000000000000000e+00,1.534000000000000000e+03,1.351969242095947266e+01,8.473000000000000000e+03,8.037000000000000000e+03,7.076000000000000000e+03,1.436600000000000000e+04,3.399869501590728760e-01,1.521027221679687500e+02,2.839999999999999858e+01,4.551999999999999602e+00,2.359039999999999679e+02,0.000000000000000000e+00,-3.476000000000000867e+00,5.196899890899658203e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.431000000000000000e+03,9.832003593444824219e+00,8.903000000000000000e+03,8.352000000000000000e+03,7.955000000000000000e+03,1.346000000000000000e+04,2.570627927780151367e-01,6.281888961791992188e+01,2.839999999999999858e+01,4.551999999999999602e+00,2.359039999999999679e+02,0.000000000000000000e+00,-3.476000000000000867e+00,6.396899700164794922e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.675000000000000000e+03,1.892602157592773438e+01,8.292000000000000000e+03,7.617000000000000000e+03,6.739000000000000000e+03,1.200000000000000000e+04,2.807513773441314697e-01,6.405770111083984375e+01,2.839999999999999858e+01,4.551999999999999602e+00,2.359039999999999679e+02,0.000000000000000000e+00,-3.476000000000000867e+00,1.259069824218750000e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.576000000000000000e+03,8.386797904968261719e+00,8.301000000000000000e+03,7.743000000000000000e+03,6.735000000000000000e+03,1.427400000000000000e+04,3.588462173938751221e-01,1.372906036376953125e+02,2.839999999999999858e+01,4.551999999999999602e+00,2.359039999999999679e+02,0.000000000000000000e+00,-3.476000000000000867e+00,1.679999732971191406e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.789000000000000000e+03,8.118116378784179688e+00,8.361000000000000000e+03,7.823000000000000000e+03,6.919000000000000000e+03,1.256000000000000000e+04,2.895939350128173828e-01,1.867098388671875000e+02,2.839999999999999858e+01,4.551999999999999602e+00,2.359039999999999679e+02,0.000000000000000000e+00,-3.476000000000000867e+00,1.677829742431640625e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.478000000000000000e+03,1.167175102233886719e+01,8.390000000000000000e+03,7.796000000000000000e+03,6.927000000000000000e+03,1.334500000000000000e+04,3.165943026542663574e-01,1.382704925537109375e+02,2.839999999999999858e+01,4.551999999999999602e+00,2.359039999999999679e+02,0.000000000000000000e+00,-3.476000000000000867e+00,8.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.572000000000000000e+03,1.742200469970703125e+01,8.349000000000000000e+03,7.879000000000000000e+03,6.786000000000000000e+03,1.661900000000000000e+04,4.201239049434661865e-01,7.928688049316406250e+01,2.839999999999999858e+01,4.551999999999999602e+00,2.359039999999999679e+02,0.000000000000000000e+00,-3.476000000000000867e+00,1.139379978179931641e+01,1.000000000000000000e+00
0.000000000000000000e+00,1.579000000000000000e+03,1.361706161499023438e+01,8.952000000000000000e+03,8.413000000000000000e+03,7.691000000000000000e+03,1.410900000000000000e+04,2.944036722183227539e-01,6.343494796752929688e+01,2.839999999999999858e+01,4.551999999999999602e+00,2.359039999999999679e+02,0.000000000000000000e+00,-3.476000000000000867e+00,1.200000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.643000000000000000e+03,1.297935009002685547e+01,8.398000000000000000e+03,7.891000000000000000e+03,7.045000000000000000e+03,1.426800000000000000e+04,3.389011323451995850e-01,7.747119140625000000e+01,2.839999999999999858e+01,4.551999999999999602e+00,2.359039999999999679e+02,0.000000000000000000e+00,-3.476000000000000867e+00,1.677829742431640625e+01,1.000000000000000000e+00
0.000000000000000000e+00,1.492000000000000000e+03,8.478713035583496094e+00,8.363000000000000000e+03,7.777000000000000000e+03,6.817000000000000000e+03,1.391100000000000000e+04,3.422423899173736572e-01,1.534349517822265625e+02,2.839999999999999858e+01,4.551999999999999602e+00,2.359039999999999679e+02,0.000000000000000000e+00,-3.476000000000000867e+00,1.100000000000000000e+01,0.000000000000000000e+00
