DATE,HOUR,LAT,LONG,MSL PRESSURE   ,TEMPERATURE   ,DEW POINT      , TEMPERATURE   ,WIND DIRECTION ,WIND SPEED     , PRECIPITATION,RELATIVE HUMIDITY
8082017,0,47.26,-113.5,1012.9,18.7,-3,10.4,76.5,3.2,0,2.1
8082017,1,47.26,-113.5,1013.7,16.1,-3,9.8,153.7,3.1,0,11.9
8082017,2,47.26,-113.5,1014.3,14.3,-2.9,9.4,163.4,2.9,0,19.3
8082017,3,47.26,-113.5,1014.6,14.2,-0.9,9.4,161.5,3.2,0,28.7
8082017,4,47.26,-113.5,1014.3,12.8,-1.2,9.5,196.5,2.4,0,33
8082017,5,47.26,-113.5,1014.6,13.1,0.8,9.5,182.3,1.1,0,40.8
8082017,6,47.26,-113.5,1014.9,14.5,0,9.4,76.7,1.1,0,31.5
8082017,7,47.26,-113.5,1015.7,14.1,0,9,40.5,1.5,0,33.1
8082017,8,47.26,-113.5,1015.7,14.9,0.9,8.9,241.9,1.3,0,34
8082017,9,47.26,-113.5,1015.4,16.6,1.6,8.8,217.7,2.6,0,30.3
8082017,10,47.26,-113.5,1016.4,18.3,2.6,8.2,215.8,2.8,0,28.1
8082017,11,47.26,-113.5,1016.5,20.3,2.9,8.1,203.6,4.2,0,21.7
8082017,12,47.26,-113.5,1015.6,22,3.3,8,176,4.4,0,17.1
8082017,13,47.26,-113.5,1015.3,23.3,2.7,8.1,173.8,4.7,0,9.8
8082017,14,47.26,-113.5,1015.2,23.5,3.1,8.3,156.4,3.3,0,10.8
8082017,15,47.26,-113.5,1013.8,24.1,2.2,9,139.4,2.5,0,4.8
8082017,16,47.26,-113.5,1013.8,24.4,1.6,9.4,119.4,1.6,0,1.3
8082017,17,47.26,-113.5,1013.1,24.9,1.5,10,333.2,3.9,0,-0.9
8082017,18,47.26,-113.5,1012.1,23.7,1.8,9.8,337.8,5.1,0,4.6
8082017,19,47.26,-113.5,1012.5,22.8,3.5,9.2,339.1,6.3,0,15
8082017,20,47.26,-113.5,1012.1,20.8,5.9,8.8,62,6,0,32.7
8082017,21,47.26,-113.5,1014,17.8,8.4,8.6,60.9,7.7,0,55.4
8082017,22,47.26,-113.5,1014.3,16.8,6.9,8.1,57.2,9.9,0,52.9
8082017,23,47.26,-113.5,1015,16.3,5.5,7.7,52.5,7.9,0,48.8
8082017,24,47.26,-113.5,1014.4,18.7,1.8,9,164.1,3.9,0,23.6
