DATE,HOUR,LAT,LONG,MSL PRESSURE   ,TEMPERATURE   ,DEW POINT      , TEMPERATURE   ,WIND DIRECTION ,WIND SPEED     , PRECIPITATION,RELATIVE HUMIDITY
7312017,0,42.26,-113.5,1016.1,20,-3.5,13.5,342.8,7.9,0,-4.7
7312017,1,42.26,-113.5,1016.6,18.7,-4.4,13.3,343.7,6.1,0,-4
7312017,2,42.26,-113.5,1016.8,17.8,-4.9,13,346.7,5.9,0,-2.9
7312017,3,42.26,-113.5,1017.4,17.2,-4.7,12.6,347.1,5.8,0,0.2
7312017,4,42.26,-113.5,1018,16,-4.2,12.1,351.2,5.5,0,6.9
7312017,5,42.26,-113.5,1017.9,13.5,-1.9,11.6,8.5,3,0,27
7312017,6,42.26,-113.5,1018.6,12.6,-2.3,11.4,22.5,3,0,28.8
7312017,7,42.26,-113.5,1019,13.9,-2,11,344,1.8,0,24.9
7312017,8,42.26,-113.5,1019.2,17.3,-0.5,11.1,258.6,0.6,0,18.3
7312017,9,42.26,-113.5,1019.7,19.1,1.3,10.9,202.7,1.3,0,19.3
7312017,10,42.26,-113.5,1019.8,20.9,3.7,10.6,239.4,1.9,0,22.9
7312017,11,42.26,-113.5,1019.8,23.2,1.1,10.4,191.6,2.8,0,3.4
7312017,12,42.26,-113.5,1019.4,25.1,-1.6,10.2,241.4,2.2,0,-14.5
7312017,13,42.26,-113.5,1018.8,26.3,-1.9,11,253.5,4.7,0,-19.7
7312017,14,42.26,-113.5,1017.4,27.6,-2.5,12,264,6,0,-26.5
7312017,15,42.26,-113.5,1017.8,27.7,-3.7,12.1,282.5,6.3,0,-31.7
7312017,16,42.26,-113.5,1017.4,28.3,-5.6,12.7,295,6.6,0,-41.3
7312017,17,42.26,-113.5,1015.9,28.4,-3,13.2,290,5.7,0,-31.1
7312017,18,42.26,-113.5,1015.5,28,-2.2,13.3,302.6,5.9,0,-26.5
7312017,19,42.26,-113.5,1015.6,27.8,-1.8,13.7,322.5,5.3,0,-24.3
7312017,20,42.26,-113.5,1014.5,26.5,-2.2,13.5,343.3,5.9,0,-21.6
7312017,21,42.26,-113.5,1015.9,23.7,-0.1,13.4,0.9,4.9,0,-3.4
7312017,22,42.26,-113.5,1016.6,21.1,0.2,13.1,43.9,5.5,0,7.2
7312017,23,42.26,-113.5,1017,19.3,-0.7,12.9,23.3,4.6,0,9.9
7312017,24,42.26,-113.5,1017.5,21.7,-2,12.2,235.9,4.6,0,-3.5
